item_id,count,pick_rate,spread,wins,win_rate,tags,name,full_item,total_gold,count_unmasked,wr_unmasked,wr_std_unmasked
3156,162,0.01751351351351351,47,84.0,0.5185185185185185,"[SpellBlock, Damage, LifeSteal, CooldownReduction, SpellVamp]",Maw of Malmortius,True,3250.0,146.0,0.5205479452054794,0.04134533664945042
3157,879,0.09502702702702703,62,483.0,0.5494880546075085,"[Armor, SpellDamage, Active, CooldownReduction]",Zhonya's Hourglass,True,2900.0,527.0,0.5825426944971537,0.021481500075940175
3158,574,0.062054054054054064,72,272.0,0.4738675958188153,"[Boots, CooldownReduction]",Ionian Boots of Lucidity,True,900.0,430.0,0.46511627906976744,0.024053386650013074
3165,601,0.06497297297297297,60,344.0,0.5723793677204659,"[Health, SpellDamage, MagicPenetration]",Morellonomicon,True,3000.0,391.0,0.6112531969309463,0.0246521957941842
3174,100,0.010810810810810813,17,52.0,0.52,"[SpellBlock, HealthRegen, SpellDamage, ManaRegen, CooldownReduction]",Athene's Unholy Grail,True,2100.0,90.0,0.5222222222222223,0.05265254798514357
3190,326,0.035243243243243245,37,180.0,0.5521472392638037,"[SpellBlock, Armor, Active]",Locket of the Iron Solari,True,2200.0,248.0,0.5685483870967742,0.03145023710270326
3191,164,0.01772972972972973,54,82.0,0.5,"[Armor, SpellDamage]",Seeker's Armguard,False,1100.0,150.0,0.5,0.040824829046386304
3193,69,0.007459459459459459,32,45.0,0.6521739130434783,"[Health, SpellBlock, Armor]",Gargoyle Stoneplate,True,2500.0,67.0,0.6567164179104478,0.058006685713137024
3194,95,0.01027027027027027,43,41.0,0.43157894736842106,"[Health, SpellBlock, HealthRegen, CooldownReduction]",Adaptive Helm,True,2800.0,91.0,0.42857142857142855,0.05187664565732592
3196,4,0.00043243243243243243,1,2.0,0.5,"[Mana, SpellDamage]",The Hex Core mk-1,False,1150.0,4.0,0.5,0.25
3197,7,0.0007567567567567568,1,4.0,0.5714285714285714,"[Mana, SpellDamage]",The Hex Core mk-2,False,2150.0,7.0,0.5714285714285714,0.1870439059165649
3198,84,0.009081081081081079,1,41.0,0.4880952380952381,"[Mana, SpellDamage]",Perfect Hex Core,True,3000.0,84.0,0.4880952380952381,0.0545390070809952
3200,2,0.00021621621621621621,1,0.0,0.0,[],Prototype Hex Core,False,0.0,2.0,0.0,0.0
3211,223,0.02410810810810811,60,94.0,0.4215246636771301,"[Health, HealthRegen, SpellBlock]",Spectre's Cowl,False,1200.0,201.0,0.4129353233830846,0.034728495052118724
3222,20,0.002162162162162162,7,11.0,0.55,"[SpellBlock, HealthRegen, ManaRegen, Active, CooldownReduction]",Mikael's Crucible,True,2100.0,20.0,0.55,0.11124297730643495
3252,4,0.00043243243243243243,3,1.0,0.25,"[Damage, ArmorPenetration]",Poacher's Dirk,True,500.0,4.0,0.25,0.21650635094610965
